日付,会場,レース番号,レース名,重賞,コースタイプ,距離,回り,天候,馬場状態,着 順,枠,馬 番,馬名,性齢,斤量,騎手,タイム,着差,人 気,単勝 オッズ,後3F,コーナー通過順,厩舎,馬体重(増減),race_id,horse_id,past_1_date,past_1_rank,past_1_time,past_1_run_style,past_1_race_name,past_1_last_3f,past_1_horse_weight,past_1_jockey,past_1_condition,past_1_odds,past_1_weather,past_2_date,past_2_rank,past_2_time,past_2_run_style,past_2_race_name,past_2_last_3f,past_2_horse_weight,past_2_jockey,past_2_condition,past_2_odds,past_2_weather,past_3_date,past_3_rank,past_3_time,past_3_run_style,past_3_race_name,past_3_last_3f,past_3_horse_weight,past_3_jockey,past_3_condition,past_3_odds,past_3_weather,past_4_date,past_4_rank,past_4_time,past_4_run_style,past_4_race_name,past_4_last_3f,past_4_horse_weight,past_4_jockey,past_4_condition,past_4_odds,past_4_weather,past_5_date,past_5_rank,past_5_time,past_5_run_style,past_5_race_name,past_5_last_3f,past_5_horse_weight,past_5_jockey,past_5_condition,past_5_odds,past_5_weather,past_1_distance,past_1_course_type,past_2_distance,past_2_course_type,past_3_distance,past_3_course_type,past_4_distance,past_4_course_type,past_5_distance,past_5_course_type,コーナー 通過順,馬体重 (増減)
2025年1月13日,中京,9R,鳥羽特別,,,,,,,10,7,14,キタノズエッジ,牡4,57.0,池添 謙一,1:25.9,１ 1/2,10.0,0.0,38.4,,畑端 省吾,,202507010509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,546(+34)
2025年1月13日,中京,9R,鳥羽特別,,,,,,,11,4,8,フライヤートゥルー,牡5,58.0,坂井 瑠星,1:25.9,ハナ,9.0,0.0,37.5,,橋口 慎介,,202507010509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1313.0,494(+10)
2025年1月13日,中京,9R,鳥羽特別,,,,,,,12,1,1,ヨゾラノムコウニ,牡4,57.0,荻野 極,1:26.0,クビ,13.0,0.0,37.8,,小笠 倫弘,,202507010509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1111.0,486(-6)
2025年1月13日,中京,9R,鳥羽特別,,,,,,,13,7,13,アナスタシス,牝4,55.0,高杉 吏麒,1:26.2,１ 1/2,14.0,0.0,38.5,,岡田 稲男,,202507010509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,460(0)
2025年1月13日,中京,9R,鳥羽特別,,,,,,,14,8,15,コーパスクリスティ,牡5,58.0,A.ルメートル,1:26.3,クビ,16.0,0.0,38.4,,中内田 充正,,202507010509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,474(+14)
2025年1月13日,中京,9R,鳥羽特別,,,,,,,15,4,7,アイズ,牡4,57.0,吉田 隼人,1:26.6,１ 3/4,11.0,0.0,38.2,,菊沢 隆徳,,202507010509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1315.0,502(+12)
2025年1月13日,中京,9R,鳥羽特別,,,,,,,16,8,16,マホロバ,牡5,58.0,田口 貫太,1:27.0,２ 1/2,12.0,0.0,39.4,,和田 正一郎,,202507010509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,504(-8)
2025年1月13日,中京,10R,雅ステークス,,,,,,,1,5,10,スナークラファエロ,せん4,56.0,西村 淳也,1:52.1,,1.0,0.0,37.3,,野中 賢二,,202507010510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1111.0,480(-6)
2025年1月13日,中京,10R,雅ステークス,,,,,,,2,2,4,タイトニット,牡5,57.0,坂井 瑠星,1:52.4,２,5.0,0.0,37.2,,今野 貞一,,202507010510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5354.0,570(+8)
2025年1月13日,中京,10R,雅ステークス,,,,,,,3,3,5,マリアナトレンチ,牡5,55.0,鮫島 克駿,1:52.7,１ 1/2,9.0,0.0,37.8,,音無 秀孝,,202507010510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2222.0,480(+2)
2025年1月13日,中京,10R,雅ステークス,,,,,,,4,6,12,ネッケツシャチョウ,牡5,56.0,荻野 琢真,1:53.1,２ 1/2,7.0,0.0,37.8,,藤沢 則雄,,202507010510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111167.0,560(-2)
2025年1月13日,中京,10R,雅ステークス,,,,,,,5,8,16,クレメダンジュ,牝5,54.0,吉村 誠之助,1:53.3,１ 1/4,14.0,0.0,38.0,,鈴木 孝志,,202507010510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6764.0,474(+4)
2025年1月13日,中京,10R,雅ステークス,,,,,,,6,3,6,セクシーブーケ,牝4,54.0,北村 友一,1:53.3,ハナ,6.0,0.0,37.4,,田中 克典,,202507010510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13131314.0,446(0)
2025年1月13日,中京,10R,雅ステークス,,,,,,,7,4,7,フルオール,牡6,57.0,高杉 吏麒,1:53.4,クビ,3.0,0.0,37.2,,斎藤 誠,,202507010510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15151514.0,468(-6)
2025年1月13日,中京,10R,雅ステークス,,,,,,,8,7,14,ポッドロゴ,牡4,56.0,松山 弘平,1:53.5,１／２,4.0,0.0,38.4,,西園 正都,,202507010510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3333.0,480(+7)
2025年1月13日,中京,10R,雅ステークス,,,,,,,9,1,1,プラーヴィ,牡5,55.0,A.ルメートル,1:53.5,アタマ,8.0,0.0,38.0,,杉山 晴紀,,202507010510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67107.0,480(0)
2025年1月13日,中京,10R,雅ステークス,,,,,,,10,4,8,サイモンザナドゥ,牡5,58.0,武 豊,1:53.7,１ 1/4,2.0,0.0,38.4,,小林 真也,,202507010510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10967.0,474(-2)
2025年1月13日,中京,10R,雅ステークス,,,,,,,11,8,15,メイショウオーロラ,牝5,53.0,太宰 啓介,1:53.9,１,10.0,0.0,38.8,,本田 優,,202507010510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3334.0,510(-2)
2025年1月13日,中京,10R,雅ステークス,,,,,,,12,2,3,レプンカムイ,牡7,54.0,幸 英明,1:53.9,ハナ,11.0,0.0,38.1,,橋口 慎介,,202507010510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11111313.0,476(+2)
2025年1月13日,中京,10R,雅ステークス,,,,,,,13,7,13,マオノアラシ,牡5,55.0,戸崎 圭太,1:54.1,１ 1/2,12.0,0.0,38.7,,加藤 士津八,,202507010510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66610.0,492(+2)
2025年1月13日,中京,10R,雅ステークス,,,,,,,14,1,2,セブンスレター,せん6,53.0,荻野 極,1:54.5,２ 1/2,13.0,0.0,38.8,,高橋 文雅,,202507010510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,991110.0,486(-10)
2025年1月13日,中京,10R,雅ステークス,,,,,,,15,5,9,ナリタフォルテ,牡7,54.0,酒井 学,1:54.5,アタマ,15.0,0.0,38.9,,木原 一良,,202507010510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13131110.0,600(+10)
2025年1月13日,中京,10R,雅ステークス,,,,,,,除外,6,11,シゲルバクハツ,牡7,54.0,田口 貫太,,,,0.0,,,谷 潔,,202507010510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510(+2)
2025年1月13日,中京,11R,日刊スポーツ賞シンザン記念,,,,,,,1,3,4,リラエンブレム,牡3,57.0,浜中 俊,1:34.6,,3.0,0.0,35.1,,武 幸四郎,,202507010511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.0,476(+6)
2025年1月13日,中京,11R,日刊スポーツ賞シンザン記念,,,,,,,2,5,8,アルテヴェローチェ,牡3,57.0,川田 将雅,1:35.0,２ 1/2,1.0,0.0,35.7,,須貝 尚介,,202507010511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,776.0,462(-10)
2025年1月13日,中京,11R,日刊スポーツ賞シンザン記念,,,,,,,3,8,15,ウォーターガーベラ,牝3,55.0,団野 大成,1:35.2,１ 1/2,14.0,0.0,35.3,,河内 洋,,202507010511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121313.0,446(0)
2025年1月13日,中京,11R,日刊スポーツ賞シンザン記念,,,,,,,4,1,1,マイネルチケット,牡3,57.0,戸崎 圭太,1:35.2,ハナ,2.0,0.0,35.5,,宮 徹,,202507010511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91110.0,468(+12)
2025年1月13日,中京,11R,日刊スポーツ賞シンザン記念,,,,,,,5,2,2,タイセイカレント,牡3,57.0,武 豊,1:35.4,１ 1/4,4.0,0.0,36.3,,矢作 芳人,,202507010511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.0,480(-6)
2025年1月13日,中京,11R,日刊スポーツ賞シンザン記念,,,,,,,6,3,5,ジーティーマン,牡3,57.0,藤岡 佑介,1:35.8,２ 1/2,5.0,0.0,36.1,,小栗 実,,202507010511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91110.0,488(+2)
2025年1月13日,中京,11R,日刊スポーツ賞シンザン記念,,,,,,,7,2,3,アクルクス,牡3,57.0,幸 英明,1:35.9,１／２,15.0,0.0,36.6,,池添 学,,202507010511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786.0,472(0)
2025年1月13日,中京,11R,日刊スポーツ賞シンザン記念,,,,,,,8,7,12,ラージギャラリー,牝3,55.0,坂井 瑠星,1:36.1,１,10.0,0.0,37.3,,高橋 亮,,202507010511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.0,470(0)
2025年1月13日,中京,11R,日刊スポーツ賞シンザン記念,,,,,,,9,4,7,オンザムーブ,牡3,57.0,M.デムーロ,1:36.1,クビ,12.0,0.0,36.5,,矢作 芳人,,202507010511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131010.0,502(-2)
2025年1月13日,中京,11R,日刊スポーツ賞シンザン記念,,,,,,,10,5,9,リカントロポ,牡3,57.0,菱田 裕二,1:36.2,１,11.0,0.0,36.1,,梅田 智之,,202507010511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91314.0,474(+14)
2025年1月13日,中京,11R,日刊スポーツ賞シンザン記念,,,,,,,11,6,10,ゴールデンカイト,牡3,57.0,A.ルメートル,1:36.3,１／２,9.0,0.0,37.0,,中内田 充正,,202507010511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.0,476(+4)
2025年1月13日,中京,11R,日刊スポーツ賞シンザン記念,,,,,,,12,7,13,レーヴブリリアント,牡3,57.0,松山 弘平,1:36.6,１ 3/4,6.0,0.0,37.8,,田中 博康,,202507010511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1311.0,448(+2)
2025年1月13日,中京,11R,日刊スポーツ賞シンザン記念,,,,,,,13,4,6,カラヴァジェスティ,牡3,57.0,池添 謙一,1:36.8,１ 1/4,7.0,0.0,36.8,,奥村 武,,202507010511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131514.0,464(+12)
2025年1月13日,中京,11R,日刊スポーツ賞シンザン記念,,,,,,,14,6,11,メイショウツヨキ,牡3,57.0,北村 友一,1:38.1,８,13.0,0.0,38.9,,飯田 祐史,,202507010511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.0,472(+14)
2025年1月13日,中京,11R,日刊スポーツ賞シンザン記念,,,,,,,15,8,14,アーリントンロウ,牡3,57.0,西村 淳也,1:38.2,３／４,8.0,0.0,39.1,,松下 武士,,202507010511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0,510(+10)
2025年1月13日,中京,12R,4歳以上2勝クラス,,,,,,,1,8,14,ロードトレイル,牡4,56.0,△高杉 吏麒,1:10.1,,9.0,0.0,35.5,,藤岡 健一,,202507010512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,488(+10)
2025年1月13日,中京,12R,4歳以上2勝クラス,,,,,,,2,4,6,クリスアーサー,牡4,54.0,★河原田 菜々,1:10.2,３／４,1.0,0.0,35.4,,渡辺 薫彦,,202507010512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,530(+14)
2025年1月13日,中京,12R,4歳以上2勝クラス,,,,,,,3,5,7,ルヴァンノワール,牝7,55.0,☆小沢 大仁,1:10.2,アタマ,11.0,0.0,34.8,,庄野 靖志,,202507010512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,460(-4)
2025年1月13日,中京,12R,4歳以上2勝クラス,,,,,,,4,7,11,アスクエピソード,牡5,58.0,松山 弘平,1:10.3,クビ,2.0,0.0,35.0,,藤原 英昭,,202507010512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,470(-2)
2025年1月13日,中京,12R,4歳以上2勝クラス,,,,,,,5,3,3,ヤマニンアストロン,牡4,58.0,武 豊,1:10.5,１ 1/4,4.0,0.0,35.3,,石橋 守,,202507010512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,492(+22)
2025年1月13日,中京,12R,4歳以上2勝クラス,,,,,,,6,4,5,アンビバレント,牡5,58.0,M.デムーロ,1:10.5,ハナ,8.0,0.0,34.4,,藤野 健太,,202507010512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1214.0,472(+6)
2025年1月13日,中京,12R,4歳以上2勝クラス,,,,,,,7,6,10,カイカノキセキ,牝6,56.0,北村 友一,1:10.5,ハナ,5.0,0.0,35.0,,高橋 一哉,,202507010512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,496(0)
2025年1月13日,中京,12R,4歳以上2勝クラス,,,,,,,8,2,2,ニフェーデービル,せん5,56.0,◇永島 まなみ,1:10.6,クビ,13.0,0.0,34.8,,中舘 英二,,202507010512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1211.0,474(-4)
2025年1月13日,中京,12R,4歳以上2勝クラス,,,,,,,9,7,12,クインズプリーズ,牝6,56.0,中井 裕二,1:10.6,クビ,10.0,0.0,35.7,,藤野 健太,,202507010512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,438(-2)
2025年1月13日,中京,12R,4歳以上2勝クラス,,,,,,,10,6,9,アスクキングコング,せん7,56.0,△吉村 誠之助,1:10.6,アタマ,12.0,0.0,35.8,,梅田 智之,,202507010512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,472(+14)
2025年1月13日,中京,12R,4歳以上2勝クラス,,,,,,,11,3,4,トーホウフランゴ,牝5,56.0,戸崎 圭太,1:10.7,１／２,3.0,0.0,35.2,,高橋 康之,,202507010512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,440(+2)
2025年1月13日,中京,12R,4歳以上2勝クラス,,,,,,,12,5,8,タガノスペルノヴァ,牡7,58.0,団野 大成,1:10.7,ハナ,6.0,0.0,34.9,,中尾 秀正,,202507010512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1211.0,438(+2)
2025年1月13日,中京,12R,4歳以上2勝クラス,,,,,,,13,1,1,ワイワイレジェンド,牡4,55.0,▲古川 奈穂,1:10.8,３／４,7.0,0.0,36.2,,矢作 芳人,,202507010512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,478(0)
2025年1月13日,中京,12R,4歳以上2勝クラス,,,,,,,14,8,13,スカプラリオ,牝5,56.0,酒井 学,1:11.0,３／４,14.0,0.0,35.2,,佐々木 晶三,,202507010512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011.0,470(+2)
2025年1月18日,中京,1R,3歳未勝利,,,,,,,1,1,1,コーラルクラウン,牡3,55.0,△吉村 誠之助,1:12.8,,1.0,0.0,36.9,,福永 祐一,,202507010601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,486(-4)
2025年1月18日,中京,1R,3歳未勝利,,,,,,,2,8,15,バシリス,牝3,55.0,松山 弘平,1:13.1,１ 1/2,2.0,0.0,37.4,,寺島 良,,202507010601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,450(-4)
2025年1月18日,中京,1R,3歳未勝利,,,,,,,3,2,3,アイファーモービル,牡3,56.0,☆小沢 大仁,1:13.4,１ 3/4,11.0,0.0,36.9,,鮫島 一歩,,202507010601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,468(-6)
2025年1月18日,中京,1R,3歳未勝利,,,,,,,4,3,6,ハヤテノツバサ,牡3,57.0,鮫島 克駿,1:13.5,３／４,5.0,0.0,37.4,,杉山 佳明,,202507010601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,486(-2)
2025年1月18日,中京,1R,3歳未勝利,,,,,,,5,8,16,ジャスパーノベル,牝3,52.0,▲川端 海翼,1:13.5,ハナ,4.0,0.0,37.6,,森 秀行,,202507010601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,458(0)
2025年1月18日,中京,1R,3歳未勝利,,,,,,,6,6,12,トリプレーテ,牡3,57.0,横山 典弘,1:13.5,クビ,6.0,0.0,36.4,,武 英智,,202507010601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212.0,484(-2)
2025年1月18日,中京,1R,3歳未勝利,,,,,,,7,5,10,サファリ,牡3,57.0,幸 英明,1:13.9,２,10.0,0.0,38.2,,浜田 多実雄,,202507010601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,466(+2)
2025年1月18日,中京,1R,3歳未勝利,,,,,,,8,1,2,バトンロード,牡3,57.0,酒井 学,1:14.1,１ 1/2,8.0,0.0,37.5,,石橋 守,,202507010601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,480(+4)
2025年1月18日,中京,1R,3歳未勝利,,,,,,,9,5,9,テットドール,牝3,55.0,A.ルメートル,1:14.2,１／２,9.0,0.0,37.6,,庄野 靖志,,202507010601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,456(-6)
2025年1月18日,中京,1R,3歳未勝利,,,,,,,10,4,8,ダディーズグーグー,牡3,57.0,浜中 俊,1:14.4,１ 1/4,3.0,0.0,38.4,,畑端 省吾,,202507010601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,490(-4)
2025年1月18日,中京,1R,3歳未勝利,,,,,,,11,4,7,タイセイウーノ,牡3,56.0,☆松本 大輝,1:14.5,１／２,13.0,0.0,38.2,,田中 克典,,202507010601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,512(初出走)
2025年1月18日,中京,1R,3歳未勝利,,,,,,,12,7,14,サンライズプロミス,牡3,56.0,☆高杉 吏麒,1:14.6,１／２,12.0,0.0,37.1,,浜田 多実雄,,202507010601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1414.0,420(初出走)
2025年1月18日,中京,1R,3歳未勝利,,,,,,,13,7,13,メイショウテンテン,牡3,57.0,小崎 綾也,1:14.6,クビ,15.0,0.0,38.3,,牧浦 充徳,,202507010601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,468(+4)
2025年1月18日,中京,1R,3歳未勝利,,,,,,,14,6,11,ゴッドトレジャー,牡3,57.0,藤岡 佑介,1:15.1,３,7.0,0.0,37.6,,飯田 祐史,,202507010601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1415.0,506(初出走)
2025年1月18日,中京,1R,3歳未勝利,,,,,,,15,3,5,マルモジーニー,牝3,55.0,田中 健,1:15.9,５,16.0,0.0,38.7,,木原 一良,,202507010601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1213.0,422(-4)
2025年1月18日,中京,1R,3歳未勝利,,,,,,,16,2,4,ヤマニンヒストリア,牡3,55.0,◇永島 まなみ,1:16.6,４,14.0,0.0,38.2,,中村 直也,,202507010601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1616.0,470(初出走)
2025年1月18日,中京,2R,3歳未勝利,,,,,,,1,2,2,ドラゴン,牡3,57.0,武 豊,1:53.0,,2.0,0.0,37.8,,松永 幹夫,,202507010602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7712.0,486(-2)
2025年1月18日,中京,2R,3歳未勝利,,,,,,,2,6,6,タケルハーロック,牡3,57.0,鮫島 克駿,1:54.5,９,1.0,0.0,39.3,,高柳 大輔,,202507010602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3321.0,496(0)
2025年1月18日,中京,2R,3歳未勝利,,,,,,,3,3,3,ソードナイト,牡3,56.0,☆小沢 大仁,1:56.0,９,5.0,0.0,40.0,,中村 直也,,202507010602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5554.0,482(-10)
2025年1月18日,中京,2R,3歳未勝利,,,,,,,4,5,5,イダイ,牡3,56.0,☆高杉 吏麒,1:56.4,２,4.0,0.0,40.4,,庄野 靖志,,202507010602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6656.0,458(+2)
2025年1月18日,中京,2R,3歳未勝利,,,,,,,5,4,4,ダニエルバローズ,牡3,55.0,△吉村 誠之助,1:56.8,２ 1/2,3.0,0.0,41.2,,杉山 晴紀,,202507010602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1233.0,530(-4)
2025年1月18日,中京,2R,3歳未勝利,,,,,,,6,7,9,プリマドンナアスク,牝3,52.0,▲古川 奈穂,1:56.9,１／２,8.0,0.0,41.1,,矢作 芳人,,202507010602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2144.0,462(-6)
2025年1月18日,中京,2R,3歳未勝利,,,,,,,7,6,7,マジカルレインボー,牝3,54.0,☆田口 貫太,1:57.1,１,7.0,0.0,40.2,,尾関 知人,,202507010602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010119.0,480(-8)
2025年1月18日,中京,2R,3歳未勝利,,,,,,,8,1,1,ヒロノライジン,牡3,57.0,水口 優也,1:58.7,１０,9.0,0.0,42.0,,宮地 貴稔,,202507010602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8889.0,510(-4)
