日付,会場,レース番号,レース名,重賞,コースタイプ,距離,回り,天候,馬場状態,着 順,枠,馬 番,馬名,性齢,斤量,騎手,タイム,着差,人 気,単勝 オッズ,後3F,コーナー通過順,厩舎,馬体重(増減),race_id,horse_id,past_1_date,past_1_rank,past_1_time,past_1_run_style,past_1_race_name,past_1_last_3f,past_1_horse_weight,past_1_jockey,past_1_condition,past_1_odds,past_1_weather,past_2_date,past_2_rank,past_2_time,past_2_run_style,past_2_race_name,past_2_last_3f,past_2_horse_weight,past_2_jockey,past_2_condition,past_2_odds,past_2_weather,past_3_date,past_3_rank,past_3_time,past_3_run_style,past_3_race_name,past_3_last_3f,past_3_horse_weight,past_3_jockey,past_3_condition,past_3_odds,past_3_weather,past_4_date,past_4_rank,past_4_time,past_4_run_style,past_4_race_name,past_4_last_3f,past_4_horse_weight,past_4_jockey,past_4_condition,past_4_odds,past_4_weather,past_5_date,past_5_rank,past_5_time,past_5_run_style,past_5_race_name,past_5_last_3f,past_5_horse_weight,past_5_jockey,past_5_condition,past_5_odds,past_5_weather,past_1_distance,past_1_course_type,past_2_distance,past_2_course_type,past_3_distance,past_3_course_type,past_4_distance,past_4_course_type,past_5_distance,past_5_course_type,コーナー 通過順,馬体重 (増減)
2025年1月18日,中山,11R,カーバンクルステークス,,,,,,,16,6,12,セットアップ,牡4,56.0,江田 照男,1:08.9,クビ,13.0,0.0,35.0,,鹿戸 雄一,,202506010611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,812.0,498(+10)
2025年1月18日,中山,12R,4歳以上1勝クラス,,,,,,,1,2,4,テリオスサラ,牝4,55.0,横山 武史,1:59.6,,2.0,0.0,35.5,,高柳 瑞樹,,202506010612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2111.0,476(-4)
2025年1月18日,中山,12R,4歳以上1勝クラス,,,,,,,2,4,7,パストラーレ,牡4,57.0,津村 明秀,2:00.0,２ 1/2,4.0,0.0,35.6,,武市 康男,,202506010612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3322.0,510(+10)
2025年1月18日,中山,12R,4歳以上1勝クラス,,,,,,,3,2,3,トライデントスピア,牡4,57.0,C.ルメール,2:00.1,１／２,1.0,0.0,35.1,,田中 博康,,202506010612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8864.0,532(+12)
2025年1月18日,中山,12R,4歳以上1勝クラス,,,,,,,4,8,16,ビップチェイス,牡4,57.0,丹内 祐次,2:00.6,３,9.0,0.0,35.9,,田島 俊明,,202506010612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4444.0,458(-8)
2025年1月18日,中山,12R,4歳以上1勝クラス,,,,,,,5,7,13,アンバーホーク,せん5,57.0,☆原 優介,2:00.7,１／２,12.0,0.0,35.4,,蛯名 正義,,202506010612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141597.0,532(-2)
2025年1月18日,中山,12R,4歳以上1勝クラス,,,,,,,6,5,9,タッチアンドムーブ,牡4,57.0,戸崎 圭太,2:00.8,３／４,3.0,0.0,35.2,,栗田 徹,,202506010612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212139.0,450(+8)
2025年1月18日,中山,12R,4歳以上1勝クラス,,,,,,,7,3,5,ツインクルステージ,牝4,55.0,菅原 明良,2:00.9,クビ,8.0,0.0,36.2,,高木 登,,202506010612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4444.0,498(0)
2025年1月18日,中山,12R,4歳以上1勝クラス,,,,,,,7,6,12,ビジューブリランテ,せん7,58.0,R.キング,2:00.9,同着,6.0,0.0,36.6,,武井 亮,,202506010612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1222.0,496(+4)
2025年1月18日,中山,12R,4歳以上1勝クラス,,,,,,,9,1,1,スカパラダイス,牡5,58.0,木幡 巧也,2:00.9,クビ,10.0,0.0,35.7,,大和田 成,,202506010612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9887.0,472(0)
2025年1月18日,中山,12R,4歳以上1勝クラス,,,,,,,10,5,10,サーストンシカゴ,せん8,58.0,的場 勇人,2:01.0,１／２,16.0,0.0,35.9,,的場 均,,202506010612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6669.0,512(-2)
2025年1月18日,中山,12R,4歳以上1勝クラス,,,,,,,11,4,8,タルタロス,牡4,57.0,黛 弘人,2:01.1,アタマ,5.0,0.0,35.3,,天間 昭一,,202506010612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13141413.0,452(-11)
2025年1月18日,中山,12R,4歳以上1勝クラス,,,,,,,12,6,11,オーサムユニバンス,牡4,57.0,藤懸 貴志,2:01.1,クビ,14.0,0.0,34.9,,平田 修,,202506010612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16161616.0,428(-4)
2025年1月18日,中山,12R,4歳以上1勝クラス,,,,,,,13,3,6,バロックダンス,牝5,56.0,菊沢 一樹,2:01.2,１／２,11.0,0.0,35.7,,小手川 準,,202506010612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1110129.0,466(+4)
2025年1月18日,中山,12R,4歳以上1勝クラス,,,,,,,14,1,2,ヘキレキイッセン,牡5,57.0,☆横山 琉人,2:01.3,１／２,13.0,0.0,35.5,,天間 昭一,,202506010612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14131413.0,476(+1)
2025年1月18日,中山,12R,4歳以上1勝クラス,,,,,,,15,7,14,ネクストヒロイン,牝4,55.0,武藤 雅,2:01.5,１ 1/4,15.0,0.0,36.2,,戸田 博文,,202506010612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6799.0,414(+2)
2025年1月18日,中山,12R,4歳以上1勝クラス,,,,,,,16,8,15,エリカリーシャン,牝4,55.0,三浦 皇成,2:01.6,１／２,7.0,0.0,36.3,,国枝 栄,,202506010612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,910913.0,474(+4)
2025年1月19日,中山,1R,3歳未勝利,,,,,,,1,8,16,スターランウェイ,牝3,55.0,斎藤 新,1:12.1,,1.0,0.0,37.7,,斎藤 誠,,202506010701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,442(+2)
2025年1月19日,中山,1R,3歳未勝利,,,,,,,2,1,1,ゴールドハンマー,牝3,55.0,横山 典弘,1:12.6,３,8.0,0.0,37.2,,村田 一誠,,202506010701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1311.0,482(初出走)
2025年1月19日,中山,1R,3歳未勝利,,,,,,,3,3,5,パラサイコロジー,牝3,55.0,戸崎 圭太,1:12.7,１／２,2.0,0.0,37.9,,新開 幸一,,202506010701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,466(-2)
2025年1月19日,中山,1R,3歳未勝利,,,,,,,4,6,11,ロッキンミー,牝3,52.0,▲佐藤 翔馬,1:12.9,１,7.0,0.0,38.6,,杉浦 宏昭,,202506010701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,434(-2)
2025年1月19日,中山,1R,3歳未勝利,,,,,,,5,2,4,ダノンリュラ,牝3,55.0,田辺 裕信,1:13.0,３／４,3.0,0.0,38.5,,菊沢 隆徳,,202506010701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,448(0)
2025年1月19日,中山,1R,3歳未勝利,,,,,,,6,4,7,ロッカバイベイビー,牝3,53.0,△小林 脩斗,1:13.5,３,10.0,0.0,38.6,,伊藤 圭三,,202506010701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,446(-16)
2025年1月19日,中山,1R,3歳未勝利,,,,,,,7,7,13,サツキレジーナ,牝3,55.0,小林 凌大,1:13.7,１,5.0,0.0,38.7,,石栗 龍彦,,202506010701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011.0,426(+2)
2025年1月19日,中山,1R,3歳未勝利,,,,,,,8,2,3,マンゲタック,牝3,55.0,北村 宏司,1:14.0,２,9.0,0.0,39.1,,古賀 慎明,,202506010701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,454(+10)
2025年1月19日,中山,1R,3歳未勝利,,,,,,,9,5,9,モリオン,牝3,52.0,▲石田 拓郎,1:14.1,クビ,15.0,0.0,38.6,,尾形 和幸,,202506010701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1314.0,416(初出走)
2025年1月19日,中山,1R,3歳未勝利,,,,,,,10,8,15,バースフラワー,牝3,55.0,三浦 皇成,1:14.2,１,6.0,0.0,39.2,,小手川 準,,202506010701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,434(-2)
2025年1月19日,中山,1R,3歳未勝利,,,,,,,11,1,2,ラヴィーズドリーム,牝3,55.0,松岡 正海,1:14.6,２,14.0,0.0,38.9,,伊藤 伸一,,202506010701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1514.0,442(-2)
2025年1月19日,中山,1R,3歳未勝利,,,,,,,12,6,12,イクアンロー,牝3,55.0,岩部 純二,1:14.7,１／２,16.0,0.0,39.7,,加藤 征弘,,202506010701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011.0,424(+2)
2025年1月19日,中山,1R,3歳未勝利,,,,,,,13,5,10,ラインアルテミス,牝3,52.0,▲長浜 鴻緒,1:14.7,ハナ,12.0,0.0,39.1,,武藤 善則,,202506010701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1516.0,536(+22)
2025年1月19日,中山,1R,3歳未勝利,,,,,,,14,7,14,ベルトネ,牝3,55.0,木幡 巧也,1:14.8,１／２,4.0,0.0,40.2,,牧 光二,,202506010701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,494(-2)
2025年1月19日,中山,1R,3歳未勝利,,,,,,,15,3,6,チュンビーム,牝3,51.0,★小林 美駒,1:14.9,１／２,11.0,0.0,40.7,,深山 雅史,,202506010701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,448(-8)
2025年1月19日,中山,1R,3歳未勝利,,,,,,,16,4,8,スプリット,牝3,55.0,横山 和生,1:14.9,クビ,13.0,0.0,40.3,,小西 一男,,202506010701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,436(0)
2025年1月19日,中山,2R,3歳未勝利,,,,,,,1,7,14,ロンパイア,牡3,57.0,戸崎 圭太,1:56.3,,1.0,0.0,38.2,,尾関 知人,,202506010702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111174.0,474(0)
2025年1月19日,中山,2R,3歳未勝利,,,,,,,2,8,16,オキョンピー,牡3,57.0,佐々木 大輔,1:56.3,アタマ,2.0,0.0,38.8,,高柳 瑞樹,,202506010702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3333.0,440(+4)
2025年1月19日,中山,2R,3歳未勝利,,,,,,,3,4,8,ライズトゥザトップ,牝3,55.0,木幡 巧也,1:57.6,８,3.0,0.0,40.4,,牧 光二,,202506010702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1111.0,490(+2)
2025年1月19日,中山,2R,3歳未勝利,,,,,,,4,6,11,オブシディアーナ,牝3,55.0,菅原 明良,1:58.2,３ 1/2,4.0,0.0,40.8,,国枝 栄,,202506010702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2222.0,472(+2)
2025年1月19日,中山,2R,3歳未勝利,,,,,,,5,6,12,セラード,牝3,52.0,▲石田 拓郎,1:58.6,２ 1/2,14.0,0.0,40.1,,佐藤 吉勝,,202506010702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9101110.0,438(-2)
2025年1月19日,中山,2R,3歳未勝利,,,,,,,6,5,9,フォアファン,せん3,57.0,原田 和真,1:58.7,１／２,15.0,0.0,40.9,,松山 将樹,,202506010702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6844.0,496(-4)
2025年1月19日,中山,2R,3歳未勝利,,,,,,,7,1,1,レヴァントリ,牡3,57.0,丹内 祐次,1:58.8,１／２,6.0,0.0,41.1,,大和田 成,,202506010702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3444.0,480(-8)
2025年1月19日,中山,2R,3歳未勝利,,,,,,,8,8,15,レインボーギフト,牡3,54.0,▲長浜 鴻緒,1:58.8,アタマ,12.0,0.0,40.4,,根本 康広,,202506010702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131399.0,468(-4)
2025年1月19日,中山,2R,3歳未勝利,,,,,,,9,2,4,ユガフ,牡3,57.0,柴田 大知,1:59.2,２,13.0,0.0,40.7,,和田 雄二,,202506010702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11111110.0,486(-16)
2025年1月19日,中山,2R,3歳未勝利,,,,,,,10,1,2,トラストモアリズム,牝3,55.0,荻野 極,1:59.4,１ 1/4,5.0,0.0,41.4,,高橋 文雅,,202506010702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9677.0,420(-10)
2025年1月19日,中山,2R,3歳未勝利,,,,,,,11,7,13,アミラジオネ,牝3,55.0,江田 照男,1:59.6,１ 1/2,9.0,0.0,41.7,,西田 雄一郎,,202506010702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6667.0,470(0)
2025年1月19日,中山,2R,3歳未勝利,,,,,,,12,5,10,ネバーランドリーム,牝3,51.0,★小林 美駒,2:00.8,７,7.0,0.0,41.4,,尾形 和幸,,202506010702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691414.0,418(0)
2025年1月19日,中山,2R,3歳未勝利,,,,,,,13,3,5,チャールズテソーロ,牡3,56.0,☆横山 琉人,2:01.3,３,11.0,0.0,42.0,,武市 康男,,202506010702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14141313.0,452(+2)
2025年1月19日,中山,2R,3歳未勝利,,,,,,,14,2,3,コンストラクション,牡3,54.0,▲石神 深道,2:01.7,２ 1/2,10.0,0.0,41.8,,和田 正一郎,,202506010702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16161515.0,462(初出走)
2025年1月19日,中山,2R,3歳未勝利,,,,,,,15,4,7,ジーティーブライト,牡3,57.0,丸田 恭介,2:02.1,２ 1/2,8.0,0.0,43.7,,宗像 義忠,,202506010702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34912.0,488(+8)
2025年1月19日,中山,2R,3歳未勝利,,,,,,,16,3,6,コスモインディ,牡3,57.0,野中 悠太郎,2:04.0,大差,16.0,0.0,43.9,,武市 康男,,202506010702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15151616.0,420(+4)
2025年1月19日,中山,3R,3歳未勝利,,,,,,,1,5,10,チンプンカンプン,牡3,57.0,柴田 大知,1:57.7,,1.0,0.0,39.3,,奥平 雅士,,202506010703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3343.0,472(-6)
2025年1月19日,中山,3R,3歳未勝利,,,,,,,2,6,12,キタノブレイク,牡3,57.0,丹内 祐次,1:57.8,１／２,3.0,0.0,39.4,,本間 忍,,202506010703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9945.0,478(0)
2025年1月19日,中山,3R,3歳未勝利,,,,,,,3,4,7,ダブルメッセージ,牡3,54.0,▲石神 深道,1:57.9,３／４,12.0,0.0,39.8,,和田 正一郎,,202506010703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1111.0,478(+4)
2025年1月19日,中山,3R,3歳未勝利,,,,,,,4,7,14,ノメンターノ,牝3,55.0,野中 悠太郎,1:58.1,１ 1/4,7.0,0.0,40.0,,武市 康男,,202506010703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7822.0,434(-4)
2025年1月19日,中山,3R,3歳未勝利,,,,,,,5,3,5,パワーオブドリーム,牡3,57.0,石川 裕紀人,1:58.2,１／２,6.0,0.0,39.4,,上原 佑紀,,202506010703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111087.0,482(0)
2025年1月19日,中山,3R,3歳未勝利,,,,,,,6,7,13,ラブリールチア,牝3,55.0,荻野 極,1:58.3,クビ,4.0,0.0,38.7,,高橋 文雅,,202506010703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14151413.0,522(+2)
2025年1月19日,中山,3R,3歳未勝利,,,,,,,7,1,2,ブランディストック,牡3,57.0,R.キング,1:58.6,１ 3/4,2.0,0.0,39.8,,辻 哲英,,202506010703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4389.0,492(+10)
2025年1月19日,中山,3R,3歳未勝利,,,,,,,8,8,16,ナックシュバリエ,牡3,57.0,大野 拓弥,1:58.8,１ 1/4,8.0,0.0,40.0,,杉浦 宏昭,,202506010703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91087.0,496(+8)
2025年1月19日,中山,3R,3歳未勝利,,,,,,,9,2,3,シバノストムキット,牡3,54.0,▲佐藤 翔馬,1:59.0,１ 1/4,16.0,0.0,39.6,,大和田 成,,202506010703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13121212.0,476(+10)
2025年1月19日,中山,3R,3歳未勝利,,,,,,,10,8,15,トーセンビギン,牡3,57.0,内田 博幸,1:59.1,１,15.0,0.0,40.9,,田村 康仁,,202506010703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4533.0,468(+2)
2025年1月19日,中山,3R,3歳未勝利,,,,,,,11,2,4,ガイ,牡3,57.0,菅原 明良,1:59.6,２ 1/2,14.0,0.0,40.3,,高木 登,,202506010703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771213.0,462(-6)
2025年1月19日,中山,3R,3歳未勝利,,,,,,,12,3,6,バブルギャラクシー,牡3,57.0,菊沢 一樹,1:59.6,クビ,11.0,0.0,41.0,,清水 英克,,202506010703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4576.0,464(-4)
2025年1月19日,中山,3R,3歳未勝利,,,,,,,13,1,1,アルデツヨシ,せん3,57.0,江田 照男,1:59.9,２,13.0,0.0,40.0,,田中 剛,,202506010703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15161515.0,480(0)
2025年1月19日,中山,3R,3歳未勝利,,,,,,,14,5,9,ラブリーウィザード,牝3,52.0,▲長浜 鴻緒,2:00.1,１ 1/4,9.0,0.0,41.6,,小笠 倫弘,,202506010703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2249.0,444(-2)
2025年1月19日,中山,3R,3歳未勝利,,,,,,,15,4,8,フィンガーダンシン,牡3,56.0,☆原 優介,2:01.2,７,10.0,0.0,41.3,,萱野 浩二,,202506010703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15141516.0,506(初出走)
2025年1月19日,中山,3R,3歳未勝利,,,,,,,16,6,11,マジックスクロール,牡3,57.0,丸田 恭介,2:01.7,３,5.0,0.0,42.6,,石毛 善彦,,202506010703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212119.0,456(-4)
2025年1月19日,中山,4R,障害4歳以上未勝利,,,,,,,1,8,10,ディナースタ,牡6,60.0,高田 潤,3:15.7,,3.0,0.0,13.6,,辻野 泰之,,202506010704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4433.0,480(+10)
2025年1月19日,中山,4R,障害4歳以上未勝利,,,,,,,2,6,6,サラフィエル,せん6,60.0,伴 啓太,3:15.9,１ 1/2,4.0,0.0,13.6,,鈴木 慎太郎,,202506010704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1111.0,454(+10)
2025年1月19日,中山,4R,障害4歳以上未勝利,,,,,,,3,8,11,ソルドラード,せん9,60.0,上野 翔,3:16.3,２ 1/2,5.0,0.0,13.6,,蛯名 正義,,202506010704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3222.0,516(+20)
2025年1月19日,中山,4R,障害4歳以上未勝利,,,,,,,4,5,5,グルーヴビート,牡7,60.0,中村 将之,3:16.4,１／２,9.0,0.0,13.6,,中村 直也,,202506010704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5555.0,490(-6)
2025年1月19日,中山,4R,障害4歳以上未勝利,,,,,,,5,2,2,アルカンサス,牡6,57.0,▲土田 真翔,3:16.5,１／２,8.0,0.0,13.6,,土田 稔,,202506010704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8666.0,490(+6)
2025年1月19日,中山,4R,障害4歳以上未勝利,,,,,,,6,1,1,テンメジャーガール,牝6,58.0,小野寺 祐太,3:16.6,クビ,2.0,0.0,13.7,,高柳 大輔,,202506010704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9877.0,506(+6)
2025年1月19日,中山,4R,障害4歳以上未勝利,,,,,,,7,7,9,タナサンブラック,牡5,60.0,草野 太郎,3:16.7,１／２,6.0,0.0,13.7,,伊坂 重信,,202506010704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2233.0,512(+2)
2025年1月19日,中山,4R,障害4歳以上未勝利,,,,,,,8,4,4,モーソンピーク,牡8,60.0,五十嵐 雄祐,3:19.0,大差,7.0,0.0,13.8,,国枝 栄,,202506010704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7878.0,512(+8)
2025年1月19日,中山,4R,障害4歳以上未勝利,,,,,,,9,3,3,ジオフロント,牡7,60.0,小牧 加矢太,3:20.8,大差,1.0,0.0,13.9,,清水 久詞,,202506010704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9101010.0,472(-2)
2025年1月19日,中山,4R,障害4歳以上未勝利,,,,,,,10,6,7,フォルコメン,せん9,60.0,石神 深一,3:21.3,３,10.0,0.0,14.0,,森 一誠,,202506010704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11111010.0,522(+14)
2025年1月19日,中山,4R,障害4歳以上未勝利,,,,,,,11,7,8,クラウドクラスター,牡6,60.0,江田 勇亮,3:22.5,７,11.0,0.0,14.1,,和田 雄二,,202506010704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6699.0,490(+10)
2025年1月19日,中山,5R,メイクデビュー中山,,,,,,,1,3,6,ホウオウショコラ,牝3,55.0,佐々木 大輔,1:36.1,,3.0,0.0,35.2,,大竹 正博,,202506010705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,482(初出走)
